epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,5885.05,1.24616,1.24339,1.25591,0.46041,0.61476,0.52607,0.298,1.76065,1.8622,1.73162,0.000326323,0.000326323,0.000326323
42,6043.78,1.17786,1.05293,1.19918,0.47041,0.58,0.50428,0.27699,1.78569,1.91644,1.72636,0.0003289,0.0003289,0.0003289
43,6212.8,1.1757,1.13083,1.18345,0.47041,0.58,0.50428,0.27699,1.78569,1.91644,1.72636,0.000331212,0.000331212,0.000331212
44,6372.11,1.21248,1.14957,1.18811,0.45789,0.6,0.50937,0.29305,1.74764,1.89056,1.71591,0.000333261,0.000333261,0.000333261
45,6520.88,1.23658,1.15616,1.22845,0.45789,0.6,0.50937,0.29305,1.74764,1.89056,1.71591,0.000335045,0.000335045,0.000335045
46,6689.01,1.26399,1.0931,1.21122,0.53629,0.58354,0.53434,0.30823,1.6682,1.82016,1.66552,0.000336565,0.000336565,0.000336565
47,6858.1,1.21026,1.08468,1.21472,0.53629,0.58354,0.53434,0.30823,1.6682,1.82016,1.66552,0.000337821,0.000337821,0.000337821
48,7019.06,1.26935,1.18977,1.29464,0.67157,0.55583,0.54489,0.32007,1.67623,1.77864,1.67987,0.000338813,0.000338813,0.000338813
49,7175.72,1.17635,1.1732,1.24368,0.67157,0.55583,0.54489,0.32007,1.67623,1.77864,1.67987,0.00033954,0.00033954,0.00033954
50,7340.78,1.19173,1.13038,1.19537,0.61623,0.55957,0.54016,0.33879,1.6818,1.81232,1.66568,0.000340004,0.000340004,0.000340004
51,7499.75,1.24695,1.15454,1.24917,0.61623,0.55957,0.54016,0.33879,1.6818,1.81232,1.66568,0.000336835,0.000336835,0.000336835
52,7653.42,1.15265,1.06637,1.15729,0.56634,0.54131,0.5387,0.33654,1.64005,1.84639,1.6408,0.000330232,0.000330232,0.000330232
53,7811.72,1.20481,1.13572,1.22457,0.56634,0.54131,0.5387,0.33654,1.64005,1.84639,1.6408,0.000323628,0.000323628,0.000323628
54,7974.43,1.09635,1.05932,1.15829,0.56465,0.56901,0.51088,0.33002,1.59956,1.7461,1.65072,0.000317025,0.000317025,0.000317025
55,8131.79,1.20545,1.08139,1.19437,0.56465,0.56901,0.51088,0.33002,1.59956,1.7461,1.65072,0.000310422,0.000310422,0.000310422
56,8313.22,1.19897,1.08552,1.21359,0.60215,0.58235,0.51132,0.33557,1.57173,1.71394,1.65945,0.000303818,0.000303818,0.000303818
57,8483.19,1.18516,1.06861,1.22423,0.60215,0.58235,0.51132,0.33557,1.57173,1.71394,1.65945,0.000297215,0.000297215,0.000297215
58,8657.89,1.14812,1.00211,1.23089,0.63244,0.56556,0.51112,0.32546,1.56834,1.72601,1.62429,0.000290612,0.000290612,0.000290612
59,8824.79,1.14563,1.02177,1.1727,0.63244,0.56556,0.51112,0.32546,1.56834,1.72601,1.62429,0.000284009,0.000284009,0.000284009
60,8982.5,1.17215,1.03272,1.18798,0.61222,0.54273,0.50596,0.3329,1.56665,1.77437,1.61207,0.000277405,0.000277405,0.000277405
61,9147.34,1.11117,1.01213,1.16967,0.61222,0.54273,0.50596,0.3329,1.56665,1.77437,1.61207,0.000270802,0.000270802,0.000270802
62,9308.02,1.14387,0.95516,1.17326,0.56735,0.62758,0.51934,0.33676,1.57357,1.73859,1.61652,0.000264199,0.000264199,0.000264199
63,9464.33,1.10245,0.95273,1.17851,0.56735,0.62758,0.51934,0.33676,1.57357,1.73859,1.61652,0.000257595,0.000257595,0.000257595
64,9627.43,1.02508,0.91027,1.15902,0.5465,0.63165,0.52955,0.33665,1.5848,1.72566,1.61213,0.000250992,0.000250992,0.000250992
65,9779.66,1.10514,1.02586,1.21957,0.5465,0.63165,0.52955,0.33665,1.5848,1.72566,1.61213,0.000244389,0.000244389,0.000244389
66,9943.76,1.09048,0.89425,1.13481,0.55822,0.62491,0.54302,0.34586,1.60232,1.73333,1.63472,0.000237785,0.000237785,0.000237785
67,10109.4,1.19345,1.01874,1.20993,0.55822,0.62491,0.54302,0.34586,1.60232,1.73333,1.63472,0.000231182,0.000231182,0.000231182
68,10283.1,1.11459,0.99151,1.19653,0.65054,0.57577,0.55361,0.34942,1.63225,1.78104,1.66522,0.000224579,0.000224579,0.000224579
69,10451.5,1.12128,0.99674,1.22002,0.65054,0.57577,0.55361,0.34942,1.63225,1.78104,1.66522,0.000217976,0.000217976,0.000217976
70,10625.7,1.06635,0.86095,1.12501,0.5976,0.57356,0.53494,0.33513,1.65859,1.82059,1.69702,0.000211372,0.000211372,0.000211372
71,10786.7,1.09722,0.88617,1.15684,0.5976,0.57356,0.53494,0.33513,1.65859,1.82059,1.69702,0.000204769,0.000204769,0.000204769
72,10951.7,1.23112,1.02632,1.22117,0.53328,0.56647,0.5158,0.30896,1.74028,1.89068,1.75739,0.000198166,0.000198166,0.000198166
73,11120.1,1.15081,0.96688,1.2062,0.53328,0.56647,0.5158,0.30896,1.74028,1.89068,1.75739,0.000191562,0.000191562,0.000191562
74,11295.7,1.12481,0.92763,1.18889,0.5886,0.59529,0.52611,0.3034,1.75077,1.90446,1.75561,0.000184959,0.000184959,0.000184959
75,11455.6,1.09824,1.0271,1.18969,0.5886,0.59529,0.52611,0.3034,1.75077,1.90446,1.75561,0.000178356,0.000178356,0.000178356
76,11634.8,1.0465,0.94626,1.16127,0.61909,0.58995,0.53366,0.31429,1.66432,1.84523,1.69538,0.000171752,0.000171752,0.000171752
77,11804.9,1.09425,0.87474,1.14505,0.61909,0.58995,0.53366,0.31429,1.66432,1.84523,1.69538,0.000165149,0.000165149,0.000165149
78,11954.6,1.00504,0.85082,1.11196,0.62903,0.58472,0.5271,0.31167,1.63605,1.80196,1.66462,0.000158546,0.000158546,0.000158546
79,12125.5,1.02134,0.87956,1.14883,0.62903,0.58472,0.5271,0.31167,1.63605,1.80196,1.66462,0.000151943,0.000151943,0.000151943
80,12291.5,1.07927,0.88887,1.16192,0.62237,0.59154,0.52435,0.33415,1.59679,1.73548,1.62977,0.000145339,0.000145339,0.000145339
81,12460.4,1.07204,0.87682,1.16532,0.62237,0.59154,0.52435,0.33415,1.59679,1.73548,1.62977,0.000138736,0.000138736,0.000138736
82,12632.8,1.03139,0.84804,1.12067,0.62316,0.60781,0.54349,0.3386,1.60648,1.69814,1.61649,0.000132133,0.000132133,0.000132133
83,12789.9,1.03848,0.87267,1.14755,0.62316,0.60781,0.54349,0.3386,1.60648,1.69814,1.61649,0.000125529,0.000125529,0.000125529
84,12967.1,1.0268,0.85675,1.12036,0.651,0.61435,0.55889,0.34866,1.60154,1.66604,1.61244,0.000118926,0.000118926,0.000118926
85,13133.1,1.0529,0.896,1.18881,0.651,0.61435,0.55889,0.34866,1.60154,1.66604,1.61244,0.000112323,0.000112323,0.000112323
86,13306.8,0.9978,0.83563,1.12609,0.66719,0.60898,0.55718,0.35218,1.60506,1.61532,1.63507,0.00010572,0.00010572,0.00010572
87,13469.2,1.02854,0.85101,1.10972,0.66719,0.60898,0.55718,0.35218,1.60506,1.61532,1.63507,9.91162e-05,9.91162e-05,9.91162e-05
88,13625.7,1.03508,0.87341,1.1465,0.65555,0.60435,0.56941,0.35625,1.61684,1.55011,1.64833,9.25129e-05,9.25129e-05,9.25129e-05
89,13785,1.03202,1.00733,1.16117,0.65555,0.60435,0.56941,0.35625,1.61684,1.55011,1.64833,8.59096e-05,8.59096e-05,8.59096e-05
90,13958.8,0.94816,0.88473,1.11615,0.66648,0.5662,0.55844,0.36305,1.63053,1.51703,1.65952,7.93063e-05,7.93063e-05,7.93063e-05
91,14116,1.06724,0.89415,1.18516,0.66648,0.5662,0.55844,0.36305,1.63053,1.51703,1.65952,7.2703e-05,7.2703e-05,7.2703e-05
92,14298,1.07184,0.9042,1.15443,0.65145,0.57268,0.56381,0.3571,1.6344,1.52382,1.66024,6.60997e-05,6.60997e-05,6.60997e-05
93,14448.7,1.05356,0.86165,1.22439,0.65145,0.57268,0.56381,0.3571,1.6344,1.52382,1.66024,5.94964e-05,5.94964e-05,5.94964e-05
94,14612.5,1.00618,0.83709,1.17495,0.60895,0.58595,0.53894,0.33427,1.62274,1.52765,1.64483,5.28931e-05,5.28931e-05,5.28931e-05
95,14768.9,1.08334,0.87782,1.20507,0.60895,0.58595,0.53894,0.33427,1.62274,1.52765,1.64483,4.62898e-05,4.62898e-05,4.62898e-05
96,14936.9,1.0442,0.82077,1.17985,0.61875,0.58429,0.53813,0.34159,1.62406,1.5492,1.63701,3.96865e-05,3.96865e-05,3.96865e-05
97,15090.5,1.00902,0.79279,1.14438,0.61875,0.58429,0.53813,0.34159,1.62406,1.5492,1.63701,3.30832e-05,3.30832e-05,3.30832e-05
98,15254.2,0.98793,0.82858,1.16515,0.62273,0.58442,0.5356,0.3472,1.61028,1.55425,1.62136,2.64799e-05,2.64799e-05,2.64799e-05
99,15405.4,0.96639,0.77288,1.12877,0.62273,0.58442,0.5356,0.3472,1.61028,1.55425,1.62136,1.98766e-05,1.98766e-05,1.98766e-05
100,15574,1.05726,0.85345,1.19834,0.61738,0.59767,0.54053,0.35332,1.59482,1.5408,1.6044,1.32733e-05,1.32733e-05,1.32733e-05
